"t","i","j","k","v","q"
2021,4,24,382390,52.051,"       13.235"
2021,4,24,481890,0.041,"        0.022"
2021,4,24,690790,3.403,"        1.854"
2021,4,24,732393,0.122,"        1.854"
2021,4,24,841460,0.163,"        1.854"
2021,4,24,851660,0.222,"        1.854"
2021,4,24,860900,1.823,"       13.235"
2021,4,24,940161,0.938,"        1.854"
2021,4,24,940350,2.697,"        1.854"
2021,4,24,940429,0.666,"        1.854"
2021,4,31,81310,1.624,"        0.500"
2021,4,31,761510,67.269,"       26.010"
2021,4,32,842199,0.033,"        0.002"
2021,4,32,852390,0.029,"           NA"
2021,4,32,854140,0.401,"        0.004"
2021,4,36,71310,2.41,"        1.060"
2021,4,36,80212,13.284,"        3.250"
2021,4,36,80420,8.017,"        4.476"
2021,4,36,80940,5.046,"        3.063"
2021,4,36,81320,5.657,"        4.007"
2021,4,36,81350,19.233,"        4.800"
2021,4,36,91020,64.54,"        0.409"
2021,4,36,151590,32.863,"       17.125"
2021,4,36,200570,1.527,"        0.798"
2021,4,36,210390,24.867,"       12.592"
2021,4,36,420221,13.601,"        0.009"
2021,4,36,420231,1.128,"        0.009"
2021,4,36,481840,8.879,"        1.855"
2021,4,36,570110,233.405,"        7.319"
2021,4,36,570210,2.122,"        0.169"
2021,4,36,570299,1.513,"        0.341"
2021,4,36,610220,1.028,"        0.036"
2021,4,36,610339,0.847,"        0.001"
2021,4,36,611030,1.823,"        0.062"
2021,4,36,620442,1.273,"        0.024"
2021,4,36,620449,1.365,"        0.034"
2021,4,36,640359,8.404,"        0.071"
2021,4,36,640399,0.794,"        0.020"
2021,4,36,650100,1.119,"        0.024"
2021,4,36,710399,11.581,"           NA"
2021,4,36,711620,0.868,"        0.001"
2021,4,36,732392,23.058,"        4.035"
2021,4,36,830110,8.463,"        0.579"
2021,4,36,840991,1.34,"        0.048"
2021,4,36,848120,2.135,"        0.033"
2021,4,36,848360,1.346,"        0.046"
2021,4,36,870891,1.568,"        0.103"
2021,4,36,900219,1.504,"        0.002"
2021,4,36,902680,2.151,"        0.012"
2021,4,36,940161,4.762,"        0.763"
2021,4,36,970500,6.01,"        0.012"
2021,4,40,70820,0.144,"        0.044"
2021,4,40,71120,0.271,"        0.097"
2021,4,40,71320,3.479,"        4.433"
2021,4,40,80211,22.598,"        3.773"
2021,4,40,80232,2.733,"        0.220"
2021,4,40,80290,45.52,"        2.092"
2021,4,40,80620,124.918,"       70.049"
2021,4,40,80940,1.162,"        0.250"
2021,4,40,81120,4.112,"        1.075"
2021,4,40,81310,18.687,"       13.352"
2021,4,40,81350,0.732,"        1.012"
2021,4,40,90412,0.172,"        0.012"
2021,4,40,90620,0.117,"        0.003"
2021,4,40,90830,0.047,"        0.003"
2021,4,40,90920,0.058,"        0.004"
2021,4,40,91010,0.039,"        0.002"
2021,4,40,91030,0.105,"        0.005"
2021,4,40,110630,0.059,"        0.003"
2021,4,40,121299,3.362,"        0.700"
2021,4,40,170199,7.578,"        7.988"
2021,4,40,200570,0.287,"        0.150"
2021,4,40,200819,6.211,"        0.603"
2021,4,40,300490,418.627,"        1.970"
2021,4,40,330530,0.039,"        0.006"
2021,4,40,392390,8.201,"        0.298"
2021,4,40,400950,0.085,"        0.004"
2021,4,40,420221,0.597,"        0.003"
2021,4,40,420239,0.037,"        0.001"
2021,4,40,420310,1.625,"        0.073"
2021,4,40,442010,0.184,"        0.007"
2021,4,40,490199,0.266,"        0.003"
2021,4,40,511211,0.09,"        0.001"
2021,4,40,521213,1.113,"        0.158"
2021,4,40,570110,606.319,"       32.922"
2021,4,40,570210,63.472,"        5.140"
2021,4,40,570299,5.028,"        0.700"
2021,4,40,570500,3.144,"        0.146"
2021,4,40,580429,0.232,"        0.041"
2021,4,40,600292,0.259,"        0.024"
2021,4,40,610190,0.27,"        0.005"
2021,4,40,610220,0.671,"        0.024"
2021,4,40,610339,0.037,"        0.001"
2021,4,40,610439,0.028,"        0.001"
2021,4,40,610442,0.717,"        0.015"
2021,4,40,610453,0.154,"        0.003"
2021,4,40,610510,0.075,"        0.002"
2021,4,40,610620,0.044,"        0.001"
2021,4,40,610990,0.063,"        0.002"
2021,4,40,611030,0.038,"        0.001"
2021,4,40,611120,0.339,"        0.014"
2021,4,40,611420,0.295,"        0.015"
2021,4,40,611490,0.654,"        0.024"
2021,4,40,611591,0.032,"        0.001"
2021,4,40,611710,0.524,"        0.015"
2021,4,40,611790,0.031,"           NA"
2021,4,40,620113,0.101,"        0.003"
2021,4,40,620212,0.467,"        0.020"
2021,4,40,620299,0.026,"        0.001"
2021,4,40,620322,0.898,"        0.114"
2021,4,40,620332,0.934,"        0.138"
2021,4,40,620339,0.141,"        0.002"
2021,4,40,620349,0.082,"        0.002"
2021,4,40,620429,0.651,"        0.015"
2021,4,40,620439,0.076,"        0.002"
2021,4,40,620443,0.598,"        0.025"
2021,4,40,620449,2.149,"        0.057"
2021,4,40,620520,1.759,"        0.021"
2021,4,40,620630,0.031,"           NA"
2021,4,40,620920,0.278,"        0.020"
2021,4,40,621040,0.885,"        0.040"
2021,4,40,621139,0.278,"        0.006"
2021,4,40,621410,0.189,"        0.001"
2021,4,40,621430,0.039,"        0.001"
2021,4,40,621490,1.62,"        0.103"
2021,4,40,630130,0.007,"        0.001"
2021,4,40,630210,0.065,"        0.005"
2021,4,40,630229,0.191,"        0.021"
2021,4,40,630239,0.244,"        0.016"
2021,4,40,630260,0.028,"        0.008"
2021,4,40,630391,0.909,"        0.127"
2021,4,40,630520,0.196,"        0.001"
2021,4,40,630790,0.166,"        0.011"
2021,4,40,640219,0.125,"        0.003"
2021,4,40,640351,0.354,"        0.006"
2021,4,40,640391,0.552,"        0.010"
2021,4,40,640419,0.106,"        0.002"
2021,4,40,640520,0.297,"        0.069"
2021,4,40,650699,0.001,"           NA"
2021,4,40,691390,0.153,"        0.017"
2021,4,40,701090,0.025,"        0.037"
2021,4,40,710399,23.082,"        0.001"
2021,4,40,711311,0.142,"           NA"
2021,4,40,711719,0.808,"        0.003"
2021,4,40,731021,0.082,"        0.020"
2021,4,40,732399,1.661,"        0.643"
2021,4,40,741532,0.041,"        0.006"
2021,4,40,831000,0.004,"           NA"
2021,4,40,841899,1.633,"        0.025"
2021,4,40,848360,2.413,"        0.013"
2021,4,40,853590,0.155,"        0.001"
2021,4,40,870880,0.101,"        0.008"
2021,4,40,870899,4.265,"        0.042"
2021,4,40,901890,0.36,"        0.001"
2021,4,40,911490,0.013,"           NA"
2021,4,40,920600,0.234,"        0.023"
2021,4,40,940360,0.713,"        0.024"
2021,4,40,940530,0.364,"        0.003"
2021,4,40,950490,0.219,"        0.006"
2021,4,40,960400,0.069,"        0.010"
2021,4,40,961519,0.02,"        0.001"
2021,4,40,970110,0.168,"           NA"
2021,4,51,940350,0.025,"        0.190"
2021,4,56,71290,0.18,"        0.156"
2021,4,56,71339,2.245,"        2.225"
2021,4,56,80212,24.697,"        4.729"
2021,4,56,80250,5.762,"        0.555"
2021,4,56,80420,2.028,"        0.667"
2021,4,56,81120,2.283,"        0.574"
2021,4,56,81320,3.593,"        1.374"
2021,4,56,90122,0.244,"           NA"
2021,4,56,90920,0.042,"        0.052"
2021,4,56,91020,24.154,"        0.094"
2021,4,56,110630,0.073,"        0.004"
2021,4,56,120799,0.888,"        0.199"
2021,4,56,121299,1.716,"        0.680"
2021,4,56,190230,0.542,"        0.405"
2021,4,56,200490,4.433,"        1.108"
2021,4,56,210390,0.104,"        0.053"
2021,4,56,220210,17.325,"       20.020"
2021,4,56,320710,0.13,"        0.076"
2021,4,56,340119,0.013,"        0.001"
2021,4,56,382200,0.204,"        0.001"
2021,4,56,391190,29.218,"        0.227"
2021,4,56,392042,0.008,"           NA"
2021,4,56,392690,10.546,"        0.093"
2021,4,56,401199,0.022,"           NA"
2021,4,56,420221,1.576,"        0.002"
2021,4,56,420299,0.017,"        0.002"
2021,4,56,420330,0.278,"           NA"
2021,4,56,481920,0.025,"        0.002"
2021,4,56,490199,0.044,"        0.004"
2021,4,56,570110,15.835,"        1.270"
2021,4,56,570310,0.738,"        0.020"
2021,4,56,580500,0.337,"        0.030"
2021,4,56,610220,0.056,"        0.001"
2021,4,56,610331,0.158,"        0.002"
2021,4,56,610442,0.382,"        0.001"
2021,4,56,610452,0.18,"        0.001"
2021,4,56,610469,0.344,"        0.001"
2021,4,56,610990,0.006,"           NA"
2021,4,56,611120,0.006,"           NA"
2021,4,56,611780,0.639,"        0.062"
2021,4,56,620349,0.014,"           NA"
2021,4,56,620469,0.039,"           NA"
2021,4,56,621040,0.123,"        0.007"
2021,4,56,621430,0.006,"           NA"
2021,4,56,621490,0.008,"           NA"
2021,4,56,630399,0.254,"        0.029"
2021,4,56,630900,0.202,"        0.018"
2021,4,56,640359,0.626,"        0.003"
2021,4,56,640411,0.564,"        0.002"
2021,4,56,640590,0.067,"        0.006"
2021,4,56,691200,0.327,"        0.194"
2021,4,56,701329,0.156,"        0.102"
2021,4,56,710310,17.19,"        0.001"
2021,4,56,710399,0.969,"        0.001"
2021,4,56,711319,0.939,"           NA"
2021,4,56,711719,0.174,"        0.001"
2021,4,56,711810,0.135,"           NA"
2021,4,56,731589,0.03,"        0.004"
2021,4,56,731829,0.017,"        0.002"
2021,4,56,732394,0.454,"        0.148"
2021,4,56,732690,1.116,"        0.015"
2021,4,56,761510,3.725,"        0.824"
2021,4,56,821194,0.044,"           NA"
2021,4,56,831000,1.48,"        0.006"
2021,4,56,831190,0.06,"        0.001"
2021,4,56,841981,0.009,"           NA"
2021,4,56,845190,0.151,"        0.004"
2021,4,56,848180,0.06,"           NA"
2021,4,56,848340,0.456,"        0.014"
2021,4,56,850880,0.283,"        0.005"
2021,4,56,851830,0.04,"        0.004"
2021,4,56,853400,0.01,"        0.001"
2021,4,56,853650,0.006,"        0.005"
2021,4,56,853890,1.758,"        0.019"
2021,4,56,870710,0.016,"           NA"
2021,4,56,870870,0.037,"           NA"
2021,4,56,870894,0.253,"        0.002"
2021,4,56,900490,0.02,"        0.001"
2021,4,56,901890,1.613,"        0.029"
2021,4,56,920930,0.013,"           NA"
2021,4,56,940410,0.033,"        0.001"
2021,4,56,940540,0.282,"        0.001"
2021,4,56,950699,3.452,"        0.122"
2021,4,56,961100,0.57,"        0.002"
2021,4,56,970190,0.052,"           NA"
2021,4,68,120991,0.927,"        0.037"
2021,4,68,711311,0.107,"        0.001"
2021,4,68,820600,0.48,"        0.001"
2021,4,68,870323,36.649,"           NA"
2021,4,70,210690,0.038,"        0.002"
2021,4,70,420330,0.012,"        0.001"
2021,4,70,611520,0.006,"           NA"
2021,4,70,620213,0.04,"        0.002"
2021,4,70,620439,0.05,"        0.005"
2021,4,70,621440,0.005,"           NA"
2021,4,70,640399,0.082,"        0.005"
2021,4,70,710399,0.006,"           NA"
2021,4,70,820420,0.004,"        0.001"
2021,4,70,847193,0.298,"        0.005"
2021,4,70,851511,0.013,"        0.001"
2021,4,70,853929,0.012,"        0.001"
2021,4,70,854411,4.436,"        0.007"
2021,4,70,900490,0.009,"           NA"
2021,4,70,950430,0.01,"        0.001"
2021,4,72,80810,0.379,"        0.420"
2021,4,72,391910,0.072,"        0.001"
2021,4,72,420292,0.322,"        0.054"
2021,4,72,851679,0.021,"        0.040"
2021,4,76,80620,1.234,"        0.918"
2021,4,76,350610,0.326,"        0.002"
2021,4,76,400520,4.351,"        3.940"
2021,4,76,401699,0.056,"        0.004"
2021,4,76,570210,0.451,"        0.017"
2021,4,76,731815,0.013,"        0.003"
2021,4,76,731821,0.002,"           NA"
2021,4,76,731829,0.355,"        0.051"
2021,4,76,732690,6.589,"        0.356"
2021,4,76,750712,1.537,"        0.018"
2021,4,76,830140,0.655,"        0.026"
2021,4,76,840999,3.777,"        0.118"
2021,4,76,841950,1.021,"        0.017"
2021,4,76,842123,3.795,"        0.216"
2021,4,76,843390,33.212,"        1.328"
2021,4,76,847990,0.393,"        0.049"
2021,4,76,848130,0.057,"        0.002"
2021,4,76,848190,11.014,"        0.038"
2021,4,76,848360,1.175,"        0.048"
2021,4,76,848410,0.47,"        0.013"
2021,4,76,850590,3.031,"        0.070"
2021,4,76,851220,2.247,"        0.050"
2021,4,76,851240,0.024,"        0.003"
2021,4,76,853340,0.033,"        0.001"
2021,4,76,853650,19.424,"        0.088"
2021,4,76,853921,5.273,"        0.067"
2021,4,76,854150,0.095,"           NA"
2021,4,76,870840,1.566,"        0.054"
2021,4,76,900490,0.527,"        0.002"
2021,4,96,80620,0.178,"        0.060"
2021,4,96,392490,0.001,"           NA"
2021,4,96,392640,0.004,"        0.001"
2021,4,96,560750,0.001,"           NA"
2021,4,96,731990,0.017,"        0.002"
2021,4,96,844390,0.401,"        0.014"
2021,4,96,870880,1.629,"        0.018"
2021,4,96,901910,0.002,"           NA"
2021,4,96,903289,0.802,"        0.006"
2021,4,96,950691,0.003,"        0.001"
2021,4,100,820210,0.307,"        0.005"
2021,4,104,50100,381.201,"      100.847"
2021,4,104,121190,26.321,"       37.804"
2021,4,112,761510,155.667,"      131.770"
2021,4,112,950691,0.1,"        0.017"
2021,4,124,30110,7.728,"           NA"
2021,4,124,30530,0.007,"        0.001"
2021,4,124,60390,8.629,"        0.773"
2021,4,124,71290,65.828,"       10.073"
2021,4,124,71320,96.322,"       96.734"
2021,4,124,71390,41.886,"       18.555"
2021,4,124,80212,155.057,"       20.117"
2021,4,124,80250,164.518,"       13.325"
2021,4,124,80410,137.196,"      120.255"
2021,4,124,80590,0.036,"        0.010"
2021,4,124,80940,0.004,"        0.002"
2021,4,124,81310,607.84,"      117.971"
2021,4,124,81340,670.95,"      150.821"
2021,4,124,81400,1.05,"        0.190"
2021,4,124,90121,0.002,"           NA"
2021,4,124,90210,0.289,"        0.029"
2021,4,124,90412,0.129,"        0.022"
2021,4,124,90930,1.567,"        0.532"
2021,4,124,91020,107.623,"        0.690"
2021,4,124,91091,5.39,"        1.898"
2021,4,124,100630,37.602,"       26.000"
2021,4,124,110814,0.071,"        0.177"
2021,4,124,120600,0.55,"        0.217"
2021,4,124,120799,22.633,"       17.269"
2021,4,124,120999,0.002,"           NA"
2021,4,124,121299,0.004,"        0.001"
2021,4,124,140490,0.049,"        0.036"
2021,4,124,151550,25.842,"        5.742"
2021,4,124,170111,43.691,"       35.000"
2021,4,124,170199,0.427,"        1.000"
2021,4,124,170290,2.546,"        1.000"
2021,4,124,180632,0.027,"        0.002"
2021,4,124,190590,1.161,"        2.480"
2021,4,124,200190,12.082,"       11.287"
2021,4,124,200570,3.794,"        0.800"
2021,4,124,200600,0.624,"        0.148"
2021,4,124,200819,83.44,"        9.806"
2021,4,124,200899,0.92,"        0.094"
2021,4,124,200990,0.001,"        0.001"
2021,4,124,210320,1.772,"        2.452"
2021,4,124,210610,7.505,"        0.568"
2021,4,124,220210,5.84,"        3.837"
2021,4,124,283539,2.22,"        1.500"
2021,4,124,300490,0.002,"           NA"
2021,4,124,330300,0.86,"        0.037"
2021,4,124,330610,0.155,"        0.022"
2021,4,124,330741,0.656,"        0.122"
2021,4,124,340600,0.091,"        0.007"
2021,4,124,380840,0.001,"           NA"
2021,4,124,391110,0.079,"        0.037"
2021,4,124,391740,4.521,"        0.046"
2021,4,124,392020,0.035,"        0.006"
2021,4,124,392390,0.008,"        0.002"
2021,4,124,392490,3.293,"        0.604"
2021,4,124,392640,0.012,"        0.001"
2021,4,124,401099,0.127,"        0.004"
2021,4,124,401519,10.868,"        0.779"
2021,4,124,420100,0.045,"        0.002"
2021,4,124,420221,0.425,"        0.026"
2021,4,124,420239,0.033,"           NA"
2021,4,124,420310,1.344,"        0.011"
2021,4,124,442090,0.008,"        0.001"
2021,4,124,480300,1.216,"        1.000"
2021,4,124,481820,0.059,"        0.020"
2021,4,124,482390,0.259,"        0.016"
2021,4,124,490400,0.002,"           NA"
2021,4,124,491000,0.375,"        0.017"
2021,4,124,491191,0.005,"           NA"
2021,4,124,540710,0.039,"        0.002"
2021,4,124,570190,8.582,"        0.889"
2021,4,124,570241,17.221,"        1.666"
2021,4,124,570249,1.436,"        0.232"
2021,4,124,570310,23.267,"        1.313"
2021,4,124,570500,4.065,"        0.793"
2021,4,124,610220,1.432,"        0.048"
2021,4,124,610332,0.439,"        0.012"
2021,4,124,610441,0.046,"           NA"
2021,4,124,610443,0.417,"        0.012"
2021,4,124,610451,0.056,"           NA"
2021,4,124,610610,0.042,"        0.001"
2021,4,124,610711,0.493,"        0.019"
2021,4,124,611090,0.005,"           NA"
2021,4,124,611610,0.023,"        0.001"
2021,4,124,620332,0.014,"           NA"
2021,4,124,620343,34.717,"        0.990"
2021,4,124,620442,1.054,"        0.020"
2021,4,124,620530,0.048,"        0.001"
2021,4,124,621040,0.083,"        0.002"
2021,4,124,621290,0.061,"        0.001"
2021,4,124,630251,0.023,"        0.001"
2021,4,124,630260,3.402,"        1.454"
2021,4,124,640219,0.055,"        0.001"
2021,4,124,640351,0.2,"        0.002"
2021,4,124,650700,0.382,"        0.009"
2021,4,124,680299,0.461,"        3.878"
2021,4,124,681510,0.041,"           NA"
2021,4,124,691190,0.191,"        0.024"
2021,4,124,691490,0.061,"        0.019"
2021,4,124,701399,0.008,"        0.002"
2021,4,124,710399,179.181,"           NA"
2021,4,124,710490,0.122,"           NA"
2021,4,124,711319,0.29,"           NA"
2021,4,124,711719,0.327,"           NA"
2021,4,124,731290,0.774,"        0.046"
2021,4,124,731511,0.05,"        0.003"
2021,4,124,731814,0.023,"        0.002"
2021,4,124,731816,0.021,"        0.006"
2021,4,124,731821,0.028,"        0.003"
2021,4,124,732020,0.016,"        0.001"
2021,4,124,732394,0.198,"        0.034"
2021,4,124,732620,0.131,"        0.039"
2021,4,124,740321,0.161,"        0.003"
2021,4,124,761610,0.008,"        0.002"
2021,4,124,820559,0.033,"           NA"
2021,4,124,821000,0.017,"        0.001"
2021,4,124,830110,185.263,"       14.505"
2021,4,124,830140,0.902,"        0.041"
2021,4,124,830230,0.698,"        0.032"
2021,4,124,830249,0.578,"           NA"
2021,4,124,830990,0.035,"        0.004"
2021,4,124,840991,2.671,"        0.097"
2021,4,124,841199,0.601,"           NA"
2021,4,124,841370,0.249,"        0.015"
2021,4,124,841480,5.572,"        0.246"
2021,4,124,842123,2.826,"        0.153"
2021,4,124,842139,0.028,"        0.001"
2021,4,124,842620,19.166,"        7.846"
2021,4,124,843880,13.497,"        0.298"
2021,4,124,847191,6.628,"        0.023"
2021,4,124,847330,1.856,"        0.021"
2021,4,124,847490,0.388,"        0.046"
2021,4,124,847989,22.197,"        3.959"
2021,4,124,848180,2.94,"        0.097"
2021,4,124,848240,0.415,"        0.013"
2021,4,124,848330,1.4,"           NA"
2021,4,124,848350,0.431,"        0.027"
2021,4,124,848410,1.803,"        0.038"
2021,4,124,848590,0.263,"        0.002"
2021,4,124,850440,0.08,"        0.001"
2021,4,124,850780,2.822,"        0.046"
2021,4,124,851180,0.161,"        0.002"
2021,4,124,851679,5.636,"        0.497"
2021,4,124,852110,3.197,"        0.002"
2021,4,124,852520,62.723,"        0.197"
2021,4,124,852810,0.276,"        0.001"
2021,4,124,853400,0.287,"           NA"
2021,4,124,853710,0.291,"        0.002"
2021,4,124,853921,0.338,"        0.007"
2021,4,124,854140,0.081,"           NA"
2021,4,124,854380,7.092,"           NA"
2021,4,124,854520,0.408,"        0.011"
2021,4,124,870829,0.026,"        0.002"
2021,4,124,870850,0.105,"        0.013"
2021,4,124,870894,0.295,"        0.019"
2021,4,124,871492,0.104,"           NA"
2021,4,124,871496,0.124,"           NA"
2021,4,124,871680,3.489,"        0.638"
2021,4,124,900691,0.03,"           NA"
2021,4,124,901910,2.322,"        0.095"
2021,4,124,902890,0.266,"           NA"
2021,4,124,903039,0.331,"        0.001"
2021,4,124,903180,0.156,"           NA"
2021,4,124,903210,0.77,"        0.011"
2021,4,124,910390,0.115,"        0.001"
2021,4,124,940120,0.912,"        0.068"
2021,4,124,940429,8.171,"        1.443"
2021,4,124,940490,23.442,"        2.690"
2021,4,124,950390,0.155,"        0.011"
2021,4,124,950691,0.02,"        0.003"
2021,4,124,960310,0.51,"        0.167"
2021,4,124,960910,0.078,"        0.007"
2021,4,124,970110,0.282,"        0.075"
2021,4,124,970600,1.861,"           NA"
2021,4,136,610442,0.691,"        0.023"
2021,4,136,850440,0.183,"        0.003"
2021,4,136,900130,0.157,"        0.001"
2021,4,136,900490,0.43,"           NA"
2021,4,144,80211,0.011,"        0.002"
2021,4,144,80232,0.011,"        0.002"
2021,4,144,80420,0.45,"        0.470"
2021,4,144,90130,0.015,"        0.001"
2021,4,144,121190,43.867,"       13.150"
2021,4,144,180690,0.045,"        0.006"
2021,4,144,200819,0.015,"        0.005"
2021,4,144,210690,0.022,"        0.014"
2021,4,144,330190,0.008,"        0.001"
2021,4,144,330510,0.031,"        0.003"
2021,4,144,391990,0.022,"        0.004"
2021,4,144,392330,0.006,"        0.001"
2021,4,144,392690,0.053,"        0.012"
2021,4,144,401699,0.013,"        0.003"
2021,4,144,420229,0.021,"        0.001"
2021,4,144,480252,0.002,"        0.003"
2021,4,144,481129,0.002,"           NA"
2021,4,144,490900,0.004,"           NA"
2021,4,144,570390,0.293,"        0.057"
2021,4,144,610290,0.03,"        0.001"
2021,4,144,610339,0.006,"           NA"
2021,4,144,610349,0.03,"        0.001"
2021,4,144,610821,0.011,"           NA"
2021,4,144,610990,0.011,"           NA"
2021,4,144,611592,0.002,"           NA"
2021,4,144,611610,0.005,"           NA"
2021,4,144,620312,0.033,"        0.001"
2021,4,144,620462,0.044,"        0.002"
2021,4,144,620590,0.046,"        0.001"
2021,4,144,630190,0.007,"        0.002"
2021,4,144,630260,0.019,"        0.004"
2021,4,144,630419,0.011,"        0.005"
2021,4,144,630790,0.004,"           NA"
2021,4,144,640351,0.024,"           NA"
2021,4,144,640419,0.063,"        0.002"
2021,4,144,650590,0.02,"        0.004"
2021,4,144,691200,0.026,"        0.001"
2021,4,144,731029,0.001,"           NA"
2021,4,144,732391,0.011,"        0.004"
2021,4,144,732429,0.005,"        0.003"
2021,4,144,820220,0.007,"        0.005"
2021,4,144,820320,0.021,"        0.005"
2021,4,144,820411,0.025,"        0.008"
2021,4,144,820420,0.014,"        0.005"
2021,4,144,820540,0.027,"        0.012"
2021,4,144,820559,0.078,"        0.015"
2021,4,144,820750,0.024,"        0.011"
2021,4,144,820890,0.04,"        0.009"
2021,4,144,821210,0.007,"           NA"
2021,4,144,830130,0.091,"        0.018"
2021,4,144,830249,0.005,"        0.003"
2021,4,144,831120,0.028,"        0.005"
2021,4,144,841459,0.021,"        0.001"
2021,4,144,842330,0.012,"           NA"
2021,4,144,845929,0.044,"        0.006"
2021,4,144,846595,0.048,"        0.003"
2021,4,144,847193,0.993,"        0.004"
2021,4,144,847989,0.036,"        0.078"
2021,4,144,850431,0.01,"           NA"
2021,4,144,850810,0.054,"        0.002"
2021,4,144,850880,0.253,"        0.011"
2021,4,144,850940,0.011,"        0.001"
2021,4,144,851310,0.018,"           NA"
2021,4,144,851829,0.013,"        0.001"
2021,4,144,852110,0.156,"           NA"
2021,4,144,852410,0.017,"           NA"
2021,4,144,852810,1.236,"        0.039"
2021,4,144,853669,0.007,"           NA"
2021,4,144,853710,0.03,"        0.005"
2021,4,144,854420,0.007,"        0.001"
2021,4,144,900490,0.015,"           NA"
2021,4,144,900912,0.04,"        0.010"
2021,4,144,901780,0.031,"        0.002"
2021,4,144,903081,0.004,"           NA"
2021,4,144,920290,0.011,"           NA"
2021,4,144,940360,0.225,"        0.063"
2021,4,144,940520,0.042,"        0.003"
2021,4,144,950390,0.019,"        0.003"
2021,4,144,950590,0.007,"           NA"
2021,4,144,950691,0.007,"        0.001"
2021,4,144,960810,0.016,"        0.001"
2021,4,144,960920,0.004,"           NA"
2021,4,152,340590,0.109,"        0.001"
2021,4,152,570490,0.273,"        0.087"
2021,4,152,610910,1.157,"        0.041"
2021,4,152,870322,15.078,"        1.214"
2021,4,156,80420,110.928,"       59.962"
2021,4,156,81310,981.878,"     1642.569"
2021,4,156,91020,11,"        0.010"
2021,4,156,121299,23.156,"       11.940"
2021,4,156,140490,106.452,"      397.740"
2021,4,156,210690,0.396,"        0.013"
2021,4,156,330410,0.003,"           NA"
2021,4,156,330530,0.02,"        0.001"
2021,4,156,390422,20.13,"        3.363"
2021,4,156,392321,0.194,"        0.033"
2021,4,156,392690,0.958,"        0.010"
2021,4,156,420222,1.372,"        0.002"
2021,4,156,420291,0.205,"        0.001"
2021,4,156,420330,0.484,"        0.002"
2021,4,156,510210,101.051,"       16.792"
2021,4,156,520512,678.323,"      254.522"
2021,4,156,570210,26.519,"        5.567"
2021,4,156,570291,15.612,"        1.475"
2021,4,156,610342,0.829,"        0.012"
2021,4,156,610349,0.016,"           NA"
2021,4,156,610439,0.404,"        0.013"
2021,4,156,610444,0.062,"        0.001"
2021,4,156,610462,0.493,"        0.003"
2021,4,156,610469,0.48,"        0.002"
2021,4,156,610520,0.03,"        0.003"
2021,4,156,610821,0.068,"        0.002"
2021,4,156,610910,3.643,"        0.047"
2021,4,156,611010,106.567,"        0.361"
2021,4,156,611030,0.467,"        0.010"
2021,4,156,611231,0.184,"        0.002"
2021,4,156,611592,0.141,"        0.006"
2021,4,156,620191,0.364,"        0.001"
2021,4,156,620211,1.75,"        0.003"
2021,4,156,620213,3.429,"        0.001"
2021,4,156,620343,0.105,"        0.002"
2021,4,156,620431,0.413,"        0.001"
2021,4,156,620439,0.393,"        0.002"
2021,4,156,620443,0.148,"        0.001"
2021,4,156,620453,0.099,"        0.001"
2021,4,156,620462,3.323,"        0.069"
2021,4,156,620520,0.384,"        0.003"
2021,4,156,620630,1.715,"        0.015"
2021,4,156,620930,0.09,"        0.001"
2021,4,156,621210,0.029,"           NA"
2021,4,156,630392,0.26,"        0.022"
2021,4,156,640291,1.396,"        0.008"
2021,4,156,640351,1.212,"        0.003"
2021,4,156,640391,0.829,"        0.010"
2021,4,156,640419,3.542,"        0.049"
2021,4,156,650590,0.239,"        0.002"
2021,4,156,691200,0.577,"        0.017"
2021,4,156,701810,0.199,"        0.003"
2021,4,156,710391,506.678,"           NA"
2021,4,156,711311,0.931,"           NA"
2021,4,156,711719,6.808,"        0.167"
2021,4,156,732690,0.034,"        0.003"
2021,4,156,820750,0.321,"        0.005"
2021,4,156,840991,0.416,"        0.018"
2021,4,156,848390,0.014,"        0.001"
2021,4,156,850490,0.247,"        0.001"
2021,4,156,850980,0.059,"        0.003"
2021,4,156,852110,0.137,"        0.002"
2021,4,156,853690,17.526,"        0.230"
2021,4,156,854211,3.868,"        0.002"
2021,4,156,854449,0.311,"        0.016"
2021,4,156,900410,0.872,"        0.002"
2021,4,156,901320,0.3,"        0.007"
2021,4,156,920290,0.106,"        0.002"
2021,4,156,940540,0.715,"        0.008"
2021,4,156,960329,0.025,"           NA"
2021,4,170,852520,1.06,"           NA"
2021,4,174,210420,0.115,"        1.000"
2021,4,188,570390,13.67,"        0.754"
2021,4,188,630790,0.597,"        0.032"
2021,4,188,940490,6.657,"        0.361"
2021,4,196,640391,0.554,"        0.001"
2021,4,203,80620,0.073,"        0.015"
2021,4,203,240399,5.659,"        0.536"
2021,4,203,392620,0.186,"        0.001"
2021,4,203,490110,0.002,"        0.001"
2021,4,203,570210,17.662,"        0.339"
2021,4,203,610429,0.443,"        0.010"
2021,4,203,611710,0.108,"        0.001"
2021,4,203,620443,0.162,"        0.001"
2021,4,203,621490,0.109,"        0.003"
2021,4,203,640411,0.123,"        0.001"
2021,4,203,710310,0.438,"        0.001"
2021,4,203,841950,1.095,"        0.021"
2021,4,203,880330,0.691,"        0.008"
2021,4,203,902920,0.808,"        0.008"
2021,4,208,80211,3.319,"        0.232"
2021,4,208,80232,1.756,"        0.254"
